6_73_46;2;1073N;1413
6_73_47;1;1073N;1504
6_73_49;2;1073N;1553
6_73_50;1;1073N;1644
6_73_52;2;1073N;1733
6_73_53;1;1073N;1824
6_73_55;2;1073N;1913
6_73_56;1;1073N;2004
6_73_57;2;1073N;2054
6_73_58;1;1073N;2144
6_73_59;2;1073N;2244
6_73_61;1;1073N;2330
6_73_62;2;1073N;0014
6_73_63;1;1073N;0100
6_73_64;2;1073N;0645
6_73_65;1;1073N;0730
6_73_67;2;1073N;0815
6_73_68;1;1073N;0900
6_73_70;2;1073N;0953
6_73_71;1;1073N;1044
6_73_72;2;1073N;1133
6_73_73;1;1073N;1224
6_73_75;2;1073N;1313
6_73_76;1;1073N;1404
6_73_78;2;1073N;1453
6_73_79;1;1073N;1544
6_73_81;2;1073N;1633
6_73_82;1;1073N;1724
6_73_84;2;1073N;1813
6_73_85;1;1073N;1904
6_73_87;2;1073N;1953
6_73_88;1;1073N;2044
6_73_89;2;1073N;2144
6_73_91;1;1073N;2230
6_73_92;2;1073N;2314
6_73_94;1;1073N;0000
6_73_95;2;1073N;0044
6_73_96;1;1073N;0130
6_73_97;2;1073N;0933
6_73_98;1;1073N;1024
6_73_99;2;1073N;1113
6_73_100;1;1073N;1204
6_73_102;2;1073N;1253
6_73_103;1;1073N;1344
6_73_105;2;1073N;1433
6_73_106;1;1073N;1524
6_73_108;2;1073N;1613
6_73_109;1;1073N;1704
6_73_111;2;1073N;1753
6_73_112;1;1073N;1844
6_73_113;2;1073N;1933
6_73_114;1;1073N;2024
6_73_115;2;1073N;2114
6_73_116;1;1073N;2204
6_73_117;2;1073N;1033
6_73_118;1;1073N;1124
6_73_120;2;1073N;1213
6_73_121;1;1073N;1304
6_73_123;2;1073N;1353
6_73_124;1;1073N;1444
6_73_126;2;1073N;1533
6_73_127;1;1073N;1624
6_73_129;2;1073N;1713
6_73_130;1;1073N;1804
6_73_132;2;1073N;1853
6_73_133;1;1073N;1944
6_73_134;2;1073N;2034
6_73_135;1;1073N;2124
6_73_136;2;1073N;2214
6_73_138;1;1073N;2300
6_73_139;2;1073N;2344
6_73_140;1;1073N;0030
6_16_1;1;1016;0702
6_16_3;2;1016;0730
6_16_5;1;1016;0802
6_16_6;2;1016;0830
6_16_8;1;1016;0902
6_16_9;2;1016;0930
6_16_11;1;1016;1002
6_16_12;2;1016;1030
6_16_14;1;1016;1102
6_16_15;2;1016;1130
6_16_17;1;1016;1202
6_16_18;2;1016;1230
6_16_20;1;1016;1302
6_16_21;2;1016;1330
6_16_23;1;1016;1402
6_16_24;2;1016;1430
6_16_26;1;1016;1502
6_16_27;2;1016;1530
6_16_29;1;1016;1602
6_16_30;2;1016;1630
6_16_32;1;1016;1702
6_16_33;2;1016;1730
6_16_35;1;1016;1802
6_16_36;2;1016;1830
6_16_38;1;1016;1902
6_16_39;2;1016;1930
6_16_41;1;1016;2002
6_16_42;2;1016;2030
6_16_44;1;1016;2110
6_16_45;2;1016;2140
6_16_47;1;1016;2210
6_16_48;2;1016;2240
6_16_50;1;1016;2310
6_16_52;2;1016;0700
6_16_54;1;1016;0732
6_16_55;2;1016;0800
6_16_57;1;1016;0832
6_16_58;2;1016;0900
6_16_60;1;1016;0932
6_16_61;2;1016;1010
6_16_63;1;1016;1042
6_16_64;2;1016;1110
6_16_66;1;1016;1142
6_16_67;2;1016;1210
6_16_69;1;1016;1242
6_16_70;2;1016;1310
6_16_72;1;1016;1342
6_16_73;2;1016;1410
6_16_75;1;1016;1442
6_16_76;2;1016;1510
6_16_78;1;1016;1542
6_16_79;2;1016;1610
6_16_81;1;1016;1642
6_16_82;2;1016;1710
6_16_84;1;1016;1742
6_16_85;2;1016;1810
6_16_87;1;1016;1842
6_16_88;2;1016;1910
6_16_90;1;1016;1942
6_16_91;2;1016;2010
6_16_93;1;1016;2042
6_16_94;2;1016;2110
6_16_96;1;1016;2140
6_16_97;2;1016;2210
6_16_99;1;1016;2240
6_16_100;2;1016;2310
6_16_102;1;1016;2340
6_16_103;2;1016;0950
6_16_105;1;1016;1022
6_16_106;2;1016;1050
6_16_108;1;1016;1122
6_16_109;2;1016;1150
6_16_111;1;1016;1222
6_16_112;2;1016;1250
6_16_114;1;1016;1322
6_16_115;2;1016;1350
6_16_117;1;1016;1422
6_16_118;2;1016;1450
6_16_120;1;1016;1522
6_16_121;2;1016;1550
6_16_123;1;1016;1622
6_16_124;2;1016;1650
6_16_126;1;1016;1722
6_16_127;2;1016;1750
6_16_129;1;1016;1822
6_16_130;2;1016;1850
6_16_132;1;1016;1922
6_16_133;2;1016;1950
6_16_135;1;1016;2022
6_16_136;2;1016;2050
1_1_1;A;1001A;0525
1_1_3;A;1001A;0527
1_1_4;A;1001A;0537
1_1_6;1;1001A;0603
1_1_7;2;1001A;0650
1_1_8;1;1001A;0733
1_1_10;2;1001A;0820
1_1_11;1;1001A;0903
1_1_13;2;1001;0945
1_1_15;1;1001;1017
1_1_16;2;1001;1050
1_1_18;1;1001;1122
1_1_19;2;1001;1154
1_1_21;1;1001;1226
1_1_22;2;1001;1259
1_1_24;1;1001;1331
1_1_25;2;1001;1405
1_1_27;1;1001;1439
1_1_28;2;1001A;1518
1_1_30;1;1001A;1601
1_1_31;2;1001A;1648
1_1_33;1;1001A;1731
1_1_34;A;1001;1812
1_1_36;A;1001;1822
1_1_37;A;1001;1828
1_1_39;A;1001A;0551
1_1_41;A;1001A;0553
1_1_42;A;1001A;0603
1_1_44;1;1001A;0629
1_1_45;2;1001A;0710
1_1_46;1;1001A;0753
1_1_48;2;1001A;0840
1_1_49;1;1001A;0923
1_1_50;2;1001;1005
1_1_52;1;1001;1037
1_1_53;2;1001;1111
1_1_55;1;1001;1143
1_1_56;2;1001;1216
1_1_58;1;1001;1248
1_1_59;2;1001;1321
1_1_61;1;1001;1353
1_1_62;2;1001A;1427
1_1_64;1;1001A;1511
1_1_66;2;1001A;1558
1_1_68;1;1001A;1641
1_1_69;2;1001A;1728
1_1_71;1;1001A;1811
1_1_72;A;1001;1850
1_1_74;A;1001;1900
1_1_75;A;1001;1906
1_1_76;A;1001A;0624
1_1_78;A;1001A;0626
1_1_79;A;1001A;0637
1_1_81;1;1001A;0703
1_1_83;2;1001A;0750
1_1_84;1;1001A;0833
1_1_86;2;1001;0920
1_1_88;1;1001;0953
1_1_89;2;1001;1027
1_1_91;1;1001;1059
1_1_92;2;1001;1132
1_1_94;1;1001;1204
1_1_95;2;1001;1237
1_1_97;1;1001;1310
1_1_98;2;1001;1343
1_1_100;1;1001;1415
1_1_102;2;1001A;1450
1_1_103;1;1001A;1531
1_1_104;2;1001A;1618
1_1_106;1;1001A;1701
1_1_107;2;1001A;1748
1_1_109;1;1001A;1831
1_1_110;A;1001;1910
1_1_112;A;1001;1919
1_1_113;A;1001;1925
1_2_1;A;1002;0527
